Code,Name,y15,y14,y10,y05,t1yr,t5yr,t10yr
4021,"Pinal County, AZ",0.71864148,0.822622303,0.713365382,0.409323183,0.614660657,0.723917579,1.027959778
4023,"Santa Cruz County, AZ",0.600168107,0.51115464,0.398531276,0.254016849,0.689181573,0.801804937,0.946319365
4025,"Yavapai County, AZ",1.256454485,1.257118539,1.205255938,1.047035291,1.255790432,1.307653033,1.465873679
4027,"Yuma County, AZ",0.775387907,0.670862157,0.781878687,0.594425,0.879913658,0.768897128,0.956350815
5001,"Arkansas County, AR",-0.52253432,-0.502460357,-0.540108761,-0.587441742,-0.542608283,-0.504959879,-0.457626898
5003,"Ashley County, AR",-0.742447255,-0.790662942,-0.619856796,-0.714199543,-0.694231568,-0.865037715,-0.770694967
5005,"Baxter County, AR",0.148870228,0.053638887,-0.038309797,-0.084869423,0.244101569,0.336050253,0.382609878
5007,"Benton County, AR",1.439431845,1.44807067,1.148276684,0.891438116,1.43079302,1.730587006,1.987425574
5009,"Boone County, AR",0.003336988,0.021235739,-0.285949669,-0.071683607,-0.014561763,0.292623645,0.078357583
5011,"Bradley County, AR",-0.993298629,-1.288199051,-1.21056058,-0.874321158,-0.698398208,-0.776036679,-1.112276101
5013,"Calhoun County, AR",-1.711270347,-2.580739822,-2.515389993,-2.195726131,-0.841800872,-0.907150701,-1.226814563
5015,"Carroll County, AR",-0.165574041,-0.391749248,-0.320911506,-0.107021147,0.060601166,-0.010236576,-0.224126936
5017,"Chicot County, AR",-1.039706978,-1.116442771,-1.099694214,-0.856057501,-0.962971185,-0.979719742,-1.223356455
5019,"Clark County, AR",-0.643867559,-0.573633735,-0.769534577,-0.503363346,-0.714101384,-0.518200541,-0.784371773
5021,"Clay County, AR",-0.93169317,-0.931108928,-0.837679684,-0.77089655,-0.932277412,-1.025706656,-1.092489791
5023,"Cleburne County, AR",-0.558130689,-0.5546303,-0.601359202,-0.204742729,-0.561631078,-0.514902176,-0.911518648
5025,"Cleveland County, AR",-1.516133134,-1.359155706,-1.779127078,-1.524059598,-1.673110562,-1.25313919,-1.50820667
5027,"Columbia County, AR",-0.473091101,-0.580759542,-0.459779129,-0.564728528,-0.365422661,-0.486403074,-0.381453675
5029,"Conway County, AR",-0.860212847,-0.82792891,-2.515389993,-2.195726131,-0.892496784,0.794964299,0.475300437
5031,"Craighead County, AR",0.716047185,0.781194244,0.725495033,0.693842847,0.650900126,0.706599337,0.738251523
5033,"Crawford County, AR",-0.124483295,-0.232105637,0.108383264,-0.229936553,-0.016860952,-0.357349853,-0.019030036
5035,"Crittenden County, AR",-0.052014456,-0.219038427,-0.064958491,-0.01227111,0.115009514,-0.039070422,-0.091757803
5037,"Cross County, AR",-0.755450679,-0.807516805,-0.676998385,-0.635936093,-0.703384552,-0.833902972,-0.874965264
5039,"Dallas County, AR",-1.360952877,-1.170290327,-1.342773186,-1.065315761,-1.551615428,-1.379132568,-1.656589994
5041,"Desha County, AR",-0.860431515,-0.78201474,-0.740429711,-0.762866762,-0.93884829,-0.98043332,-0.957996268
5043,"Drew County, AR",-0.75987825,-0.893204968,-0.490989044,-0.646885894,-0.626551532,-1.028767456,-0.872870607
5045,"Faulkner County, AR",0.533929,0.556125106,0.620072583,0.338541067,0.511732895,0.447785418,0.729316933
5047,"Franklin County, AR",-2.04414387,-2.580739822,-0.972033349,-2.195726131,-1.507547917,-3.11625439,-1.892561608
5049,"Fulton County, AR",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
5051,"Garland County, AR",0.876967271,0.783518802,0.725041305,0.674837817,0.97041574,1.028893236,1.079096724
5053,"Grant County, AR",-1.076335906,-1.177859965,-1.195214428,-0.928214823,-0.974811848,-0.957457385,-1.22445699
5055,"Greene County, AR",-0.210643212,-0.155025848,-0.369100429,-0.239775844,-0.266260576,-0.052185995,-0.18151058
5057,"Hempstead County, AR",-2.04414387,-0.762344107,-0.788945698,-2.195726131,-3.325943632,-3.299342041,-1.892561608
5059,"Hot Spring County, AR",-0.651296212,-0.861317181,-0.700675229,-0.711004516,-0.441275244,-0.601917196,-0.591587908
5061,"Howard County, AR",-1.136945209,-2.580739822,-1.272589792,-1.148958806,0.306849404,-1.001300626,-1.124931612
5063,"Independence County, AR",-0.197735593,-0.336129705,-0.204578846,-0.237040967,-0.05934148,-0.19089234,-0.158430218
5065,"Izard County, AR",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
5067,"Jackson County, AR",-0.915330007,-0.916365993,-0.587534094,-0.681851594,-0.914294021,-1.24312592,-1.14880842
5069,"Jefferson County, AR",0.387128089,0.263857119,0.309034483,0.370306265,0.510399058,0.465221695,0.403949912
5071,"Johnson County, AR",-2.04414387,-0.496727389,-2.515389993,-2.195726131,-3.59156035,-1.572897746,-1.892561608
5073,"Lafayette County, AR",-1.371575544,-2.580739822,-2.515389993,-2.195726131,-0.162411266,-0.227761095,-0.547424956
5075,"Lawrence County, AR",-0.888693375,-0.828649987,-0.771378633,-0.842821131,-0.948736763,-1.006008118,-0.93456562
5077,"Lee County, AR",-1.092733706,-1.146743537,-0.974466172,-1.112101541,-1.038723875,-1.211001239,-1.073365871
5079,"Lincoln County, AR",-1.287532765,-2.580739822,-1.278157568,-2.195726131,0.005674291,-1.296907962,-0.379339399
5081,"Little River County, AR",-2.04414387,-1.165743085,-1.413959812,-2.195726131,-2.922544654,-2.674327927,-1.892561608
5083,"Logan County, AR",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
5085,"Lonoke County, AR",-0.260083393,-0.524592919,-0.143288266,-0.284403692,0.004426133,-0.37687852,-0.235763094
5087,"Madison County, AR",-1.201465142,-1.387784431,-1.286506882,-1.396034721,-1.015145852,-1.116423401,-1.006895562
5089,"Marion County, AR",-2.04414387,-0.749939193,-2.515389993,-0.467049625,-3.338348547,-1.572897746,-3.621238114
5091,"Miller County, AR",-0.235719676,-0.342699302,-0.439416997,-0.26994732,-0.128740049,-0.032022354,-0.201492031
5093,"Mississippi County, AR",-0.154220856,-0.510225171,-0.030444496,-0.216533546,0.201783459,-0.277997215,-0.091908165
5095,"Monroe County, AR",-1.144319657,-1.13846292,-0.906306075,-1.229890111,-1.150176393,-1.382333239,-1.058749203
5097,"Montgomery County, AR",-1.195788742,-2.580739822,-0.969707803,-2.195726131,0.189162337,-1.421869681,-0.195851353
5099,"Nevada County, AR",-1.238169707,-2.580739822,-2.515389993,-1.346008471,0.104400408,0.03905058,-1.130330942
5101,"Newton County, AR",-1.178506638,-1.156247949,-2.515389993,-0.971787895,-1.200765326,0.158376718,-1.385225381
5103,"Ouachita County, AR",-0.509221811,-0.440581729,-0.644651182,-0.780161711,-0.577861893,-0.37379244,-0.238281912
5105,"Perry County, AR",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
5107,"Phillips County, AR",-0.450201884,-0.248136118,-0.412254319,-0.619811122,-0.65226765,-0.488149449,-0.280592646
5109,"Pike County, AR",-1.172089305,-0.930186625,-1.109220052,-0.983492644,-1.413991985,-1.234958558,-1.360685966
5111,"Poinsett County, AR",-0.867504687,-0.909292587,-0.966875223,-0.690453638,-0.825716786,-0.76813415,-1.044555736
5113,"Polk County, AR",-0.652993557,-0.620847657,-0.671817323,-0.634302874,-0.685139456,-0.63416979,-0.67168424
5115,"Pope County, AR",0.305955424,0.101927927,0.277722049,0.317449546,0.50998292,0.334188798,0.294461302
5117,"Prairie County, AR",-1.053168176,-1.169181781,-1.267982304,-1.154559596,-0.937154571,-0.838354048,-0.951776756
5119,"Pulaski County, AR",1.917954728,1.875367074,2.036610896,1.910131953,1.960542383,1.799298561,1.925777503
5121,"Randolph County, AR",-0.708165234,-0.587257658,-0.799154564,-2.195726131,-0.829072809,-0.617175903,0.779395664
5123,"St. Francis County, AR",-0.659627589,-0.708470865,-0.438541392,-0.563967734,-0.610784314,-0.880713786,-0.755287444
5125,"Saline County, AR",0.335244405,0.424059478,0.230660519,0.270630314,0.246429332,0.439828291,0.399858496
5127,"Scott County, AR",-1.540264147,-1.688452721,-1.337657151,-1.573534739,-1.392075573,-1.742871144,-1.506993556
5129,"Searcy County, AR",-1.172589147,-0.839288165,-1.208868277,-2.195726131,-1.505890129,-1.136310017,-0.149452163
5131,"Sebastian County, AR",1.069417104,1.026505302,1.191295875,1.164857334,1.112328906,0.947538333,0.973976873
5133,"Sevier County, AR",-1.05110802,-1.228011055,-1.097396397,-2.195726131,-0.874204985,-1.004819643,0.093510092
5135,"Sharp County, AR",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
5137,"Stone County, AR",-0.873034192,-0.863323881,-0.742972585,-2.195726131,-0.882744503,-1.003095799,0.449657747
5139,"Union County, AR",0.007177311,-0.091110404,-0.074298931,0.007648577,0.105465026,0.088653553,0.006706044
5141,"Van Buren County, AR",-0.881397908,-2.580739822,-2.515389993,-2.195726131,0.817944005,0.752594176,0.432930315
5143,"Washington County, AR",1.294438671,1.280967285,1.142988791,1.107395453,1.307910056,1.445888551,1.481481889
5145,"White County, AR",0.193070161,0.125724382,0.067265338,0.026868481,0.260415939,0.318874984,0.359271841
5147,"Woodruff County, AR",-1.405893002,-1.366024552,-1.170643406,-1.158231351,-1.445761453,-1.641142599,-1.653554654
5149,"Yell County, AR",-0.833255678,-0.878214615,-0.952202684,-2.195726131,-0.788296741,-0.714308672,0.529214775
6001,"Alameda County, CA",2.879749722,2.916228752,3.02501954,3.229441966,2.843270692,2.734479903,2.530057478
6003,"Alpine County, CA",-2.04414387,-2.580739822,-2.515389993,-1.000095388,-1.507547917,-1.572897746,-3.088192351
6005,"Amador County, CA",-0.059819699,0.010210505,-0.089464147,-0.291479664,-0.129849902,-0.03017525,0.171840266
6007,"Butte County, CA",0.974106733,0.961000028,1.121989464,1.145227795,0.987213439,0.826224003,0.802985672
6009,"Calaveras County, CA",-0.097644558,-0.053447547,-0.102437974,0.179028627,-0.141841568,-0.092851142,-0.374317742
6011,"Colusa County, CA",-0.651597733,-0.585143919,-0.764256948,-0.90043637,-0.718051547,-0.538938518,-0.402759095
6013,"Contra Costa County, CA",2.037634476,2.151226187,2.180668384,2.274398668,1.924042766,1.894600569,1.800870285
6015,"Del Norte County, CA",-0.561463532,-0.44989029,-0.434614031,-2.195726131,-0.673036774,-0.688313033,1.072799067
6017,"El Dorado County, CA",1.081484396,0.999047851,1.037504751,1.078802702,1.163920942,1.125464042,1.084166091
6019,"Fresno County, CA",1.805533831,1.886302537,1.983538018,2.085668208,1.724765125,1.627529644,1.525399453
6021,"Glenn County, CA",-0.523455928,-0.819917298,-0.598542756,-0.658775082,-0.226994558,-0.4483691,-0.388136774
6023,"Humboldt County, CA",0.918379865,0.929111198,0.956799741,0.900998037,0.907648532,0.87995999,0.935761694
6025,"Imperial County, CA",0.743131933,0.760732139,1.021088155,0.724471899,0.725531727,0.465175711,0.761791967
6027,"Inyo County, CA",-0.17329849,-0.291422748,-0.391905374,-0.253195997,-0.055174233,0.045308393,-0.093400983
6029,"Kern County, CA",1.557602663,1.643900068,1.672635221,1.725115203,1.471305259,1.442570106,1.390090124
6031,"Kings County, CA",0.304241547,0.248833369,0.227768897,0.417195778,0.359649725,0.380714197,0.191287316
6033,"Lake County, CA",0.138038119,0.184811369,0.158228489,-0.129120858,0.091264868,0.117847748,0.405197096
6035,"Lassen County, CA",-0.578296173,-0.867240878,-0.503761444,-0.724597501,-0.289351469,-0.652830902,-0.431994845
6037,"Los Angeles County, CA",3.649379042,3.740978346,3.872541347,4.161241705,3.557779739,3.426216737,3.137516379
6039,"Madera County, CA",0.367214112,0.454588066,0.398941985,0.372038093,0.279840158,0.335486239,0.362390131
6041,"Marin County, CA",2.00114266,1.940934322,1.983976634,2.15470205,2.061350998,2.018308686,1.84758327
6043,"Mariposa County, CA",-2.04414387,-2.580739822,-0.466855502,-0.434029339,-1.507547917,-3.621432237,-3.6542584
6045,"Mendocino County, CA",0.737652011,0.762481659,0.618389243,0.688415027,0.712822362,0.856914779,0.786888995
6047,"Merced County, CA",0.656858203,0.630047858,0.567825988,0.623628974,0.683668548,0.745890418,0.690087432
6049,"Modoc County, CA",-2.04414387,-2.580739822,-2.515389993,-2.195726131,-1.507547917,-1.572897746,-1.892561608
6051,"Mono County, CA",0.108183014,0.093833632,0.122161104,0.051229419,0.122532396,0.094204923,0.165136609
6053,"Monterey County, CA",1.430742014,1.578500594,1.556486292,1.619980102,1.282983434,1.304997737,1.241503926
6055,"Napa County, CA",1.322421554,1.352184807,1.281612371,1.218915196,1.292658301,1.363230737,1.425927912
6057,"Nevada County, CA",0.986223287,0.869713291,0.914504695,0.997753114,1.102733283,1.057941879,0.97469346
6059,"Orange County, CA",3.221192691,3.242118753,3.322855207,3.637355313,3.200266629,3.119530176,2.805030069
6061,"Placer County, CA",1.583703099,1.755045329,1.648790998,1.638724899,1.412360868,1.5186152,1.528681298
6063,"Plumas County, CA",-0.296591413,-0.32399501,-0.36932689,-0.260119516,-0.269187816,-0.223855936,-0.33306331
6065,"Riverside County, CA",2.29916793,2.438852442,2.284410593,2.419467947,2.159483417,2.313925266,2.178867912
6067,"Sacramento County, CA",2.160687895,2.341100002,2.351215852,2.421056623,1.980275787,1.970159938,1.900319166
6069,"San Benito County, CA",0.045663919,0.174212226,0.051568284,0.248707007,-0.082884387,0.039759554,-0.157379169
6071,"San Bernardino County, CA",2.641007268,2.599486635,2.584791619,2.951539809,2.682527901,2.697222917,2.330474726
6073,"San Diego County, CA",2.865067951,2.952827537,2.950828447,3.221605462,2.777308364,2.779307454,2.50853044
6075,"San Francisco County, CA",3.018264213,3.095402239,3.184535146,3.266563545,2.941126187,2.85199328,2.769964881
6077,"San Joaquin County, CA",1.650572049,1.645121286,1.726209233,1.944039616,1.656022813,1.574934865,1.357104483
6079,"San Luis Obispo County, CA",1.549351889,1.509286152,1.56507407,1.641377636,1.589417625,1.533629707,1.457326141
6081,"San Mateo County, CA",2.601088916,2.523696128,2.579608146,2.799873063,2.678481705,2.622569687,2.40230477
6083,"Santa Barbara County, CA",1.917829046,1.888112119,1.971655533,2.171687934,1.947545973,1.864002559,1.663970158
6085,"Santa Clara County, CA",2.938551628,3.015089217,3.11008856,3.190678526,2.862014039,2.767014697,2.686424731
6087,"Santa Cruz County, CA",1.727708096,1.798102551,1.637963332,1.697990624,1.657313642,1.817452861,1.757425568
6089,"Shasta County, CA",0.986903122,0.983551265,1.103354438,1.024107658,0.990254979,0.870451805,0.949698585
6091,"Sierra County, CA",-2.04414387,-1.287398279,-2.515389993,-2.195726131,-2.80088946,-1.572897746,-1.892561608
