Market,ENI,City,Area,GDP,PerCapita,Log_GDP,Log_PerCapita
33780,-0.19837345,"Monroe, MI","Monroe, MI (Metropolitan Statistical Area)",4540,30279.58596,3.657055853,4.481149932
33860,0.890525418,"Montgomery, AL","Montgomery, AL (Metropolitan Statistical Area)",16560,44338.77394,4.219060332,4.64678368
33940,-0.312782355,"Montrose, CO",NA,NA,NA,NA,NA
33980,-0.117231927,"Morehead City, NC",NA,NA,NA,NA,NA
34020,0.322311837,"Morgan City, LA",NA,NA,NA,NA,NA
34060,-0.145205744,"Morgantown, WV","Morgantown, WV (Metropolitan Statistical Area)",7141,52158.73317,3.853759033,4.717327035
34100,-0.116371357,"Morristown, TN","Morristown, TN (Metropolitan Statistical Area)",3764,32540.00501,3.575649615,4.512417615
34140,-0.627980384,"Moscow, ID",NA,NA,NA,NA,NA
34180,-0.300166974,"Moses Lake, WA",NA,NA,NA,NA,NA
34220,-0.926082718,"Moultrie, GA",NA,NA,NA,NA,NA
34260,-0.537078727,"Mountain Home, AR",NA,NA,NA,NA,NA
34300,-1.176112849,"Mountain Home, ID",NA,NA,NA,NA,NA
34340,-0.229000493,"Mount Airy, NC",NA,NA,NA,NA,NA
34380,-0.305751199,"Mount Pleasant, MI",NA,NA,NA,NA,NA
34420,-1.052956538,"Mount Pleasant, TX",NA,NA,NA,NA,NA
34460,-1.1721186,"Mount Sterling, KY",NA,NA,NA,NA,NA
34500,-0.89394308,"Mount Vernon, IL",NA,NA,NA,NA,NA
34540,-0.963330651,"Mount Vernon, OH",NA,NA,NA,NA,NA
34580,0.461260763,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",5245,43598.24776,3.719745493,4.639469035
34620,0.108776102,"Muncie, IN","Muncie, IN (Metropolitan Statistical Area)",3724,31934.96381,3.571009672,4.504266428
34660,-0.771795163,"Murray, KY",NA,NA,NA,NA,NA
34700,-0.469605558,"Muscatine, IA",NA,NA,NA,NA,NA
34740,0.567330746,"Muskegon-Norton Shores, MI","Muskegon, MI (Metropolitan Statistical Area)",5613,32580.4935,3.749195042,4.512957658
34780,-0.49299476,"Muskogee, OK",NA,NA,NA,NA,NA
34820,0.724177807,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",15455,37008.74513,4.189069009,4.56830436
34860,-0.258526952,"Nacogdoches, TX",NA,NA,NA,NA,NA
34900,0.689835009,"Napa, CA","Napa, CA (Metropolitan Statistical Area)",8884,62963.77669,3.94860855,4.79909077
34940,0.993954125,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",15557,44717.0012,4.191925852,4.650472671
34980,2.379942381,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",106455,59369.81166,5.027166064,4.773565671
35020,-0.526334772,"Natchez, MS-LA",NA,NA,NA,NA,NA
35060,-1.015619439,"Natchitoches, LA",NA,NA,NA,NA,NA
35100,-0.037074234,"New Bern, NC","New Bern, NC (Metropolitan Statistical Area)",4831,37944.35979,3.684037037,4.57914723
35140,-1.183458842,"Newberry, SC",NA,NA,NA,NA,NA
35220,-1.053389589,"New Castle, IN",NA,NA,NA,NA,NA
35260,-0.204068665,"New Castle, PA",NA,NA,NA,NA,NA
35300,2.160170277,"New Haven-Milford, CT","New Haven-Milford, CT (Metropolitan Statistical Area)",44123,51214.46165,4.644665033,4.709392612
35380,1.877825143,"New Orleans-Metairie-Kenner, LA","New Orleans-Metairie, LA (Metropolitan Statistical Area)",79524,63557.11741,4.900498217,4.803164192
35420,-0.104177954,"New Philadelphia-Dover, OH",NA,NA,NA,NA,NA
35440,0.037245261,"Newport, OR",NA,NA,NA,NA,NA
35460,-0.777446272,"Newport, TN",NA,NA,NA,NA,NA
35500,-0.895891205,"Newton, IA",NA,NA,NA,NA,NA
35580,-0.818658547,"New Ulm, MN",NA,NA,NA,NA,NA
35620,4.029376545,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1537140,76656.79545,6.186713424,4.88455066
35660,0.555982011,"Niles-Benton Harbor, MI","Niles-Benton Harbor, MI (Metropolitan Statistical Area)",6272,40350.23385,3.79740605,4.605846056
35700,0.088320733,"Nogales, AZ",NA,NA,NA,NA,NA
35740,-0.393471295,"Norfolk, NE",NA,NA,NA,NA,NA
35820,-0.496865355,"North Platte, NE",NA,NA,NA,NA,NA
35840,1.434595322,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",26656,35624.45707,4.42579498,4.551748254
35860,-0.900459791,"North Vernon, IN",NA,NA,NA,NA,NA
35900,-0.73213814,"North Wilkesboro, NC",NA,NA,NA,NA,NA
35940,-0.811039248,"Norwalk, OH",NA,NA,NA,NA,NA
35980,0.579247773,"Norwich-New London, CT","Norwich-New London, CT (Metropolitan Statistical Area)",15380,56533.10201,4.186956335,4.752302816
36020,-0.104575835,"Oak Harbor, WA",NA,NA,NA,NA,NA
36100,0.660534194,"Ocala, FL","Ocala, FL (Metropolitan Statistical Area)",7505,22133.48512,3.875350697,4.345049803
36140,0.346406859,"Ocean City, NJ","Ocean City, NJ (Metropolitan Statistical Area)",4657,48806.8164,3.668106238,4.68848048
36220,0.713760385,"Odessa, TX","Odessa, TX (Metropolitan Statistical Area)",10468,67723.36158,4.019863714,4.830738507
36260,1.265758898,"Ogden-Clearfield, UT","Ogden-Clearfield, UT (Metropolitan Statistical Area)",23514,37202.45865,4.371326514,4.570571643
36300,-0.495018422,"Ogdensburg-Massena, NY",NA,NA,NA,NA,NA
36340,-0.499352759,"Oil City, PA",NA,NA,NA,NA,NA
36380,-0.939635081,"Okeechobee, FL",NA,NA,NA,NA,NA
36420,1.684959536,"Oklahoma City, OK","Oklahoma City, OK (Metropolitan Statistical Area)",76050,56890.26799,4.881099218,4.75503798
36460,-0.443810739,"Olean, NY",NA,NA,NA,NA,NA
36500,0.808861499,"Olympia-Tumwater, WA","Olympia-Tumwater, WA (Metropolitan Statistical Area)",10188,38328.27331,4.008088936,4.583519255
36540,1.706068517,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",56438,62393.11042,4.751571615,4.795136637
36580,-0.415531802,"Oneonta, NY",NA,NA,NA,NA,NA
36620,-0.629312131,"Ontario, OR-ID",NA,NA,NA,NA,NA
36660,-0.500814457,"Opelousas-Eunice, LA",NA,NA,NA,NA,NA
36700,-0.568216449,"Orangeburg, SC",NA,NA,NA,NA,NA
36740,2.269303086,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",114452,49267.79733,5.058623386,4.692563146
36780,0.635256783,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI (Metropolitan Statistical Area)",9279,54678.52281,3.967501175,4.737816773
36820,-0.861704328,"Oskaloosa, IA",NA,NA,NA,NA,NA
36830,-1.25585037,"Othello, WA",NA,NA,NA,NA,NA
36840,-0.947334842,"Ottawa, KS",NA,NA,NA,NA,NA
36860,0.054159487,"Ottawa-Peru, IL",NA,NA,NA,NA,NA
36900,-0.723326249,"Ottumwa, IA",NA,NA,NA,NA,NA
36940,-0.589649303,"Owatonna, MN",NA,NA,NA,NA,NA
36980,0.034895721,"Owensboro, KY","Owensboro, KY (Metropolitan Statistical Area)",5631,48291.6538,3.750585527,4.683872079
37020,-0.538921814,"Owosso, MI",NA,NA,NA,NA,NA
37060,-0.44210952,"Oxford, MS",NA,NA,NA,NA,NA
37080,-0.955055473,"Oxford, NC",NA,NA,NA,NA,NA
37100,1.854035038,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",47185,55901.23188,4.673803959,4.747421378
37120,-0.518955736,"Ozark, AL",NA,NA,NA,NA,NA
37140,0.049875129,"Paducah, KY-IL",NA,NA,NA,NA,NA
37220,-0.90782398,"Pahrump, NV",NA,NA,NA,NA,NA
37260,-0.569948788,"Palatka, FL",NA,NA,NA,NA,NA
37300,-0.623505787,"Palestine, TX",NA,NA,NA,NA,NA
37340,1.288719931,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",18579,33337.58001,4.269022335,4.522934071
37420,-1.029698754,"Pampa, TX",NA,NA,NA,NA,NA
37460,0.616383211,"Panama City-Lynn Haven, FL","Panama City, FL (Metropolitan Statistical Area)",7645,39246.18575,3.88337749,4.593797455
37500,-0.918682951,"Paragould, AR",NA,NA,NA,NA,NA
37540,-1.066149868,"Paris, TN",NA,NA,NA,NA,NA
37580,-0.557654486,"Paris, TX",NA,NA,NA,NA,NA
37620,0.107458143,"Parkersburg-Marietta-Vienna, WV-OH","Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3676,39868.11852,3.565375503,4.600625741
37660,-0.965894987,"Parsons, KS",NA,NA,NA,NA,NA
37740,-0.459090088,"Payson, AZ",NA,NA,NA,NA,NA
37780,-1.36127888,"Pecos, TX",NA,NA,NA,NA,NA
37860,0.643303706,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",15492,32780.15586,4.190107488,4.515611014
37900,1.027474158,"Peoria, IL","Peoria, IL (Metropolitan Statistical Area)",19856,52270.6512,4.297891764,4.718257911
37940,-0.88561958,"Peru, IN",NA,NA,NA,NA,NA
37980,3.368278404,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",397137,65633.81134,5.598940351,4.817127624
38060,2.87185319,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",211137,47129.26804,5.324564346,4.673290695
38100,-1.151607612,"Picayune, MS",NA,NA,NA,NA,NA
38180,-0.294594226,"Pierre, SD",NA,NA,NA,NA,NA
38220,-0.488463302,"Pine Bluff, AR","Pine Bluff, AR (Metropolitan Statistical Area)",3104,32758.85724,3.491921713,4.515328743
38240,-0.002876533,"Pinehurst-Southern Pines, NC",NA,NA,NA,NA,NA
38260,-0.804178647,"Pittsburg, KS",NA,NA,NA,NA,NA
38300,2.443360015,"Pittsburgh, PA","Pittsburgh, PA (Metropolitan Statistical Area)",137576,58344.68129,5.138542678,4.766001272
38340,0.712282,"Pittsfield, MA","Pittsfield, MA (Metropolitan Statistical Area)",6101,47429.50876,3.785401025,4.676048627
38380,-0.859015689,"Plainview, TX",NA,NA,NA,NA,NA
38420,-0.741192262,"Platteville, WI",NA,NA,NA,NA,NA
38460,-0.133022079,"Plattsburgh, NY",NA,NA,NA,NA,NA
38500,-0.614590005,"Plymouth, IN",NA,NA,NA,NA,NA
38540,0.020989174,"Pocatello, ID","Pocatello, ID (Metropolitan Statistical Area)",2449,29323.7224,3.388988785,4.4672191
38580,-0.794580005,"Point Pleasant, WV-OH",NA,NA,NA,NA,NA
38620,-0.539642139,"Ponca City, OK",NA,NA,NA,NA,NA
38700,-0.878909794,"Pontiac, IL",NA,NA,NA,NA,NA
38740,-0.709947439,"Poplar Bluff, MO",NA,NA,NA,NA,NA
38780,-1.218515902,"Portales, NM",NA,NA,NA,NA,NA
38820,-0.098773289,"Port Angeles, WA",NA,NA,NA,NA,NA
38840,-0.481538453,"Port Clinton, OH",NA,NA,NA,NA,NA
38860,1.487769298,"Portland-South Portland-Biddeford, ME","Portland-South Portland, ME (Metropolitan Statistical Area)",27769,52991.24096,4.44356024,4.72420409
38900,2.748831968,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",149095,63547.65509,5.173463079,4.80309953
38920,-0.828588562,"Port Lavaca, TX",NA,NA,NA,NA,NA
38940,1.02818683,"Port St. Lucie, FL","Port St. Lucie, FL (Metropolitan Statistical Area)",11727,26395.87282,4.069186925,4.421536027
39020,-0.991771905,"Portsmouth, OH",NA,NA,NA,NA,NA
39060,-0.101457623,"Pottsville, PA",NA,NA,NA,NA,NA
39140,0.598259423,"Prescott, AZ","Prescott, AZ (Metropolitan Statistical Area)",4977,22787.93984,3.696967641,4.357705064
39220,-1.113588449,"Price, UT",NA,NA,NA,NA,NA
39260,-0.975339514,"Prineville, OR",NA,NA,NA,NA,NA
39300,2.410240036,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",75870,47137.36937,4.880070084,4.673365342
39340,1.62451301,"Provo-Orem, UT","Provo-Orem, UT (Metropolitan Statistical Area)",18967,33179.21886,4.277998644,4.520866157
39380,0.042579038,"Pueblo, CO","Pueblo, CO (Metropolitan Statistical Area)",4686,29042.45429,3.670802284,4.463033314
39420,-0.890969648,"Pullman, WA",NA,NA,NA,NA,NA
39460,0.44179578,"Punta Gorda, FL","Punta Gorda, FL (Metropolitan Statistical Area)",3519,20872.50512,3.546419267,4.319574576
39500,-0.231800328,"Quincy, IL-MO",NA,NA,NA,NA,NA
39540,0.461435794,"Racine, WI","Racine, WI (Metropolitan Statistical Area)",7655,39271.51469,3.883945195,4.594077652
39580,1.836293188,"Raleigh-Cary, NC","Raleigh, NC (Metropolitan Statistical Area)",69277,55790.98093,4.840589073,4.746563997
39660,0.492834531,"Rapid City, SD","Rapid City, SD (Metropolitan Statistical Area)",6225,43426.69783,3.794139356,4.637756807
39700,-0.588562024,"Raymondville, TX",NA,NA,NA,NA,NA
39740,1.272961757,"Reading, PA","Reading, PA (Metropolitan Statistical Area)",16882,40775.70944,4.227423896,4.610401526
39780,-0.832420532,"Red Bluff, CA",NA,NA,NA,NA,NA
39820,0.267096507,"Redding, CA","Redding, CA (Metropolitan Statistical Area)",5628,31315.90222,3.750354089,4.495764928
39860,-0.616076267,"Red Wing, MN",NA,NA,NA,NA,NA
39900,1.290256868,"Reno-Sparks, NV","Reno, NV (Metropolitan Statistical Area)",20823,47021.39142,4.318543299,4.672295476
39940,-0.768081027,"Rexburg, ID",NA,NA,NA,NA,NA
39980,-0.182878074,"Richmond, IN",NA,NA,NA,NA,NA
40060,1.809043227,"Richmond, VA","Richmond, VA (Metropolitan Statistical Area)",69609,55294.16905,4.842665395,4.742679336
40080,-0.335576343,"Richmond-Berea, KY",NA,NA,NA,NA,NA
40100,-0.73867964,"Rio Grande City-Roma, TX",NA,NA,NA,NA,NA
40140,2.746439821,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",132331,29882.41776,5.121661594,4.475415733
40180,-0.477091366,"Riverton, WY",NA,NA,NA,NA,NA
40220,0.759872147,"Roanoke, VA","Roanoke, VA (Metropolitan Statistical Area)",14004,44681.5435,4.146252102,4.650128167
40260,-0.741082847,"Roanoke Rapids, NC",NA,NA,NA,NA,NA
40300,-0.928338186,"Rochelle, IL",NA,NA,NA,NA,NA
40340,0.50792171,"Rochester, MN","Rochester, MN (Metropolitan Statistical Area)",10782,50724.02405,4.032699327,4.7052137
40380,1.880030034,"Rochester, NY","Rochester, NY (Metropolitan Statistical Area)",53246,49148.44499,4.726286988,4.691509782
40420,1.378505478,"Rockford, IL","Rockford, IL (Metropolitan Statistical Area)",14431,42153.38328,4.159296427,4.624832437
40460,-0.865123229,"Rockingham, NC",NA,NA,NA,NA,NA
40540,-0.500802195,"Rock Springs, WY",NA,NA,NA,NA,NA
40580,-0.165009613,"Rocky Mount, NC","Rocky Mount, NC (Metropolitan Statistical Area)",6012,40289.50543,3.779018972,4.605191936
40620,-0.610487241,"Rolla, MO",NA,NA,NA,NA,NA
40660,-0.315434718,"Rome, GA","Rome, GA (Metropolitan Statistical Area)",3485,36279.03103,3.542202782,4.559655679
40700,-0.107869034,"Roseburg, OR",NA,NA,NA,NA,NA
40740,-0.415709553,"Roswell, NM",NA,NA,NA,NA,NA
40780,-0.400809471,"Russellville, AR",NA,NA,NA,NA,NA
40820,-0.754760011,"Ruston, LA",NA,NA,NA,NA,NA
40860,0.011647267,"Rutland, VT",NA,NA,NA,NA,NA
40900,2.055071802,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",112238,50097.5053,5.050139919,4.6998161
40940,-1.06139566,"Safford, AZ",NA,NA,NA,NA,NA
40980,0.752600892,"Saginaw-Saginaw Township North, MI","Saginaw, MI (Metropolitan Statistical Area)",7471,38263.37246,3.873378736,4.582783245
41060,0.652380695,"St. Cloud, MN","St. Cloud, MN (Metropolitan Statistical Area)",8981,46551.76882,3.953324696,4.667936187
41100,0.592634282,"St. George, UT","St. George, UT (Metropolitan Statistical Area)",4400,28974.62745,3.643452676,4.462017861
41140,0.161502115,"St. Joseph, MO-KS","St. Joseph, MO-KS (Metropolitan Statistical Area)",5600,43986.08155,3.748188027,4.643315275
41180,2.584337163,"St. Louis, MO-IL","St. Louis, MO-IL (Metropolitan Statistical Area)",149927,53452.54062,5.175879851,4.727968352
41220,-0.767593578,"St. Marys, GA",NA,NA,NA,NA,NA
41400,0.100727094,"Salem, OH",NA,NA,NA,NA,NA
41420,0.933355104,"Salem, OR","Salem, OR (Metropolitan Statistical Area)",13482,33462.39762,4.129754323,4.524557055
41460,-0.200800479,"Salina, KS",NA,NA,NA,NA,NA
41500,1.089534676,"Salinas, CA","Salinas, CA (Metropolitan Statistical Area)",21360,49685.74233,4.329601248,4.696231783
41540,0.794084249,"Salisbury, MD-DE","Salisbury, MD-DE (Metropolitan Statistical Area)",15203,39046.42783,4.181929296,4.591581309
41620,2.482999428,"Salt Lake City, UT","Salt Lake City, UT (Metropolitan Statistical Area)",75331,65335.45883,4.876973733,4.815148945
41660,0.072869021,"San Angelo, TX","San Angelo, TX (Metropolitan Statistical Area)",5048,42680.91619,3.703119346,4.630233733
41700,1.976955762,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",104014,44618.27979,5.017091798,4.649512823
41740,2.814743661,"San Diego-Carlsbad-San Marcos, CA","San Diego-Carlsbad, CA (Metropolitan Statistical Area)",210387,64558.54447,5.323018901,4.80995373
41760,-0.104123819,"Sandpoint, ID",NA,NA,NA,NA,NA
41780,-0.227979201,"Sandusky, OH",NA,NA,NA,NA,NA
41820,-0.605693366,"Sanford, NC",NA,NA,NA,NA,NA
41860,3.308024679,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",408067,88988.34466,5.610731475,4.949333128
41940,2.827525819,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",213014,109354.4813,5.328408148,5.038836585
42020,0.81014452,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",13123,47056.58767,4.118033129,4.672620431
42100,1.273463055,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",11284,41642.83263,4.052463077,4.619540263
42140,0.761322251,"Santa Fe, NM","Santa Fe, NM (Metropolitan Statistical Area)",7123,48347.57583,3.852662944,4.684374703
42200,1.428444749,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",23986,54445.20864,4.379957829,4.735959666
42220,1.473196348,"Santa Rosa-Petaluma, CA","Santa Rosa, CA (Metropolitan Statistical Area)",23833,47745.44843,4.377178713,4.678931977
42300,-0.783180995,"Sault Ste. Marie, MI",NA,NA,NA,NA,NA
42340,0.968416082,"Savannah, GA","Savannah, GA (Metropolitan Statistical Area)",15809,42474.24785,4.198904399,4.628125697
42380,-0.509377831,"Sayre, PA",NA,NA,NA,NA,NA
42420,-0.484836531,"Scottsbluff, NE",NA,NA,NA,NA,NA
42460,-0.948684422,"Scottsboro, AL",NA,NA,NA,NA,NA
42540,1.547046384,"Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",22478,40127.10427,4.351757667,4.60343782
42620,-0.513817344,"Searcy, AR",NA,NA,NA,NA,NA
42660,2.890577214,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",298084,81287.3155,5.474338665,4.910022781
42680,0.601563971,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",4558,31490.94929,3.658774321,4.498185753
42700,-0.127934924,"Sebring, FL","Sebring, FL (Metropolitan Statistical Area)",1890,19269.00138,3.276461804,4.284859208
42740,-0.614428829,"Sedalia, MO",NA,NA,NA,NA,NA
42780,-0.283969474,"Selinsgrove, PA",NA,NA,NA,NA,NA
42820,-0.98864515,"Selma, AL",NA,NA,NA,NA,NA
42860,-0.501081172,"Seneca, SC",NA,NA,NA,NA,NA
42900,-0.595148057,"Seneca Falls, NY",NA,NA,NA,NA,NA
42940,0.437630531,"Sevierville, TN",NA,NA,NA,NA,NA
42980,-0.876040435,"Seymour, IN",NA,NA,NA,NA,NA
43020,-0.925068538,"Shawano, WI",NA,NA,NA,NA,NA
43060,-0.471979927,"Shawnee, OK",NA,NA,NA,NA,NA
43100,0.189321751,"Sheboygan, WI","Sheboygan, WI (Metropolitan Statistical Area)",6396,55471.23665,3.805908455,4.744067848
43140,-0.163408035,"Shelby, NC",NA,NA,NA,NA,NA
43180,-0.84309772,"Shelbyville, TN",NA,NA,NA,NA,NA
43220,-0.637502423,"Shelton, WA",NA,NA,NA,NA,NA
43260,-0.521368502,"Sheridan, WY",NA,NA,NA,NA,NA
43300,-0.072491333,"Sherman-Denison, TX","Sherman-Denison, TX (Metropolitan Statistical Area)",3834,31044.53441,3.583652109,4.491985151
43320,-0.277261566,"Show Low, AZ",NA,NA,NA,NA,NA
43340,0.791947076,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22308,50135.85766,4.348460636,4.700148449
43380,-0.532392164,"Sidney, OH",NA,NA,NA,NA,NA
43420,-0.141859834,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3836,30128.57266,3.583878598,4.478978557
43460,-0.816048156,"Sikeston, MO",NA,NA,NA,NA,NA
43500,-1.010070426,"Silver City, NM",NA,NA,NA,NA,NA
43580,0.303827334,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8856,52524.50966,3.947237608,4.720362007
43620,0.921336218,"Sioux Falls, SD","Sioux Falls, SD (Metropolitan Statistical Area)",17917,72264.61668,4.253265294,4.858925703
43660,-0.90235507,"Snyder, TX",NA,NA,NA,NA,NA
43700,-0.506772652,"Somerset, KY",NA,NA,NA,NA,NA
43740,-0.452579456,"Somerset, PA",NA,NA,NA,NA,NA
43760,-0.725524599,"Sonora, CA",NA,NA,NA,NA,NA
43780,0.96393535,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",13464,42149.68397,4.129174103,4.624794323
43900,1.037516031,"Spartanburg, SC","Spartanburg, SC (Metropolitan Statistical Area)",13525,42082.95866,4.131137274,4.624106265
43940,-0.623536968,"Spearfish, SD",NA,NA,NA,NA,NA
43980,-0.818778859,"Spencer, IA",NA,NA,NA,NA,NA
44020,-0.66191931,"Spirit Lake, IA",NA,NA,NA,NA,NA
44060,1.413299646,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",22092,40847.57045,4.344235035,4.61116623
44100,0.641514187,"Springfield, IL","Springfield, IL (Metropolitan Statistical Area)",9642,45580.67856,3.984167127,4.658780786
44140,1.541309204,"Springfield, MA","Springfield, MA (Metropolitan Statistical Area)",24671,39155.59393,4.392186753,4.592793816
44180,1.172899927,"Springfield, MO","Springfield, MO (Metropolitan Statistical Area)",17519,38736.31051,4.243509313,4.588118253
44220,0.149617314,"Springfield, OH","Springfield, OH (Metropolitan Statistical Area)",4182,30657.12694,3.621384028,4.486531452
44260,-0.866945596,"Starkville, MS",NA,NA,NA,NA,NA
44300,0.411271087,"State College, PA","State College, PA (Metropolitan Statistical Area)",7836,49077.44918,3.894094427,4.690881982
44340,-0.66287827,"Statesboro, GA",NA,NA,NA,NA,NA
44420,-0.21999985,"Staunton-Waynesboro, VA","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",4938,41204.25227,3.693551086,4.614942037
44460,0.171702986,"Steamboat Springs, CO",NA,NA,NA,NA,NA
44500,-0.776246484,"Stephenville, TX",NA,NA,NA,NA,NA
44540,-1.290997251,"Sterling, CO",NA,NA,NA,NA,NA
44580,-0.446844534,"Sterling, IL",NA,NA,NA,NA,NA
44620,-0.340479307,"Stevens Point, WI",NA,NA,NA,NA,NA
44660,-0.314817965,"Stillwater, OK",NA,NA,NA,NA,NA
44700,1.211157035,"Stockton-Lodi, CA","Stockton-Lodi, CA (Metropolitan Statistical Area)",23328,32708.09206,4.367877507,4.514655211
44740,-1.064164126,"Storm Lake, IA",NA,NA,NA,NA,NA
44780,-0.600630508,"Sturgis, MI",NA,NA,NA,NA,NA
44860,-0.814225131,"Sulphur Springs, TX",NA,NA,NA,NA,NA
44900,-1.531559506,"Summerville, GA",NA,NA,NA,NA,NA
44920,0.772350876,"Summit Park, UT",NA,NA,NA,NA,NA
44940,-0.45407639,"Sumter, SC","Sumter, SC (Metropolitan Statistical Area)",3588,33277.37639,3.554852434,4.522149079
44980,-0.420643884,"Sunbury, PA",NA,NA,NA,NA,NA
45000,-1.23686309,"Susanville, CA",NA,NA,NA,NA,NA
45020,-1.157194461,"Sweetwater, TX",NA,NA,NA,NA,NA
45060,1.613445384,"Syracuse, NY","Syracuse, NY (Metropolitan Statistical Area)",31037,46898.42126,4.491879736,4.671158223
45140,-0.910991563,"Tahlequah, OK",NA,NA,NA,NA,NA
45180,-0.744040645,"Talladega-Sylacauga, AL",NA,NA,NA,NA,NA
45220,0.982426914,"Tallahassee, FL","Tallahassee, FL (Metropolitan Statistical Area)",14244,37923.82753,4.153631965,4.578912163
45300,2.564183461,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",127326,43668.8771,5.104917096,4.640172025
45340,-0.490424754,"Taos, NM",NA,NA,NA,NA,NA
45380,-1.128103744,"Taylorville, IL",NA,NA,NA,NA,NA
45460,0.107926696,"Terre Haute, IN","Terre Haute, IN (Metropolitan Statistical Area)",6649,38818.79696,3.822756333,4.589042072
45500,0.123833065,"Texarkana, TX-AR","Texarkana, TX-AR (Metropolitan Statistical Area)",5042,33716.95678,3.702602841,4.527848369
45520,-0.951218513,"The Dalles, OR",NA,NA,NA,NA,NA
45540,-0.489524425,"The Villages, FL","The Villages, FL (Metropolitan Statistical Area)",2185,19164.64934,3.339451441,4.282500877
45580,-1.346279516,"Thomaston, GA",NA,NA,NA,NA,NA
45620,-0.647051304,"Thomasville, GA",NA,NA,NA,NA,NA
45660,-0.730664826,"Tiffin, OH",NA,NA,NA,NA,NA
45700,-0.692473463,"Tifton, GA",NA,NA,NA,NA,NA
45740,-0.946072519,"Toccoa, GA",NA,NA,NA,NA,NA
45780,1.64854168,"Toledo, OH","Toledo, OH (Metropolitan Statistical Area)",33653,55469.11313,4.527023786,4.744051222
45820,0.349385375,"Topeka, KS","Topeka, KS (Metropolitan Statistical Area)",9924,42448.16952,3.996686756,4.627858967
45860,0.784616571,"Torrington, CT",NA,NA,NA,NA,NA
45900,0.559299878,"Traverse City, MI",NA,NA,NA,NA,NA
