Market,Name,y14,y09,y04,y99,t5yr,t10tr,t15yr,,,t5yr1,t10yr1,t15yr1
18167,"Vigo County, IN",0.705405777,0.804324317,0.736658453,0.638426063,0.606487236,0.6741531,0.77238549,,,-0.09891854,-0.031252677,0.066979714
18169,"Wabash County, IN",-0.305634495,-0.247672324,-0.413923412,-0.044136387,-0.363596666,-0.197345578,-0.567132603,,,-0.057962171,0.108288917,-0.261498108
18173,"Warrick County, IN",0.026711303,0.075707187,-0.129099358,-0.067671041,-0.02228458,0.182521964,0.121093648,,,-0.048995883,0.155810661,0.094382345
18175,"Washington County, IN",-0.903745511,-0.589237608,-0.672778814,-0.689839112,-1.218253415,-1.134712209,-1.117651911,,,-0.314507903,-0.230966697,-0.213906399
18177,"Wayne County, IN",0.364587107,0.414242451,0.255652467,0.535439516,0.314931762,0.473521746,0.193734697,,,-0.049655344,0.10893464,-0.170852409
18179,"Wells County, IN",-0.21419413,-0.460513577,-0.411215924,-0.339554871,0.032125316,-0.017172337,-0.08883339,,,0.246319447,0.197021793,0.12536074
18181,"White County, IN",-0.559275268,-0.527435438,-0.71107771,-0.320326267,-0.591115097,-0.407472826,-0.798224268,,,-0.03183983,0.151802442,-0.238949
18183,"Whitley County, IN",-0.338253998,-0.386382874,-0.192709387,-0.181829364,-0.290125121,-0.483798608,-0.494678632,,,0.048128877,-0.145544611,-0.156424634
19005,"Allamakee County, IA",-0.664402994,-0.556207368,-0.604812848,-0.787145002,-0.77259862,-0.723993141,-0.541660986,,,-0.108195626,-0.059590146,0.122742008
19009,"Audubon County, IA",-0.953394612,-0.967140917,#N/A,-0.749880726,-0.939648307,#N/A,-1.156908498,,,0.013746305,#N/A,-0.203513886
19011,"Benton County, IA",-0.419849832,-0.398428549,-0.547258755,-0.482980758,-0.441271115,-0.292440909,-0.356718906,,,-0.021421283,0.127408923,0.063130926
19013,"Black Hawk County, IA",0.905521954,1.044853645,0.996785585,1.013323621,0.766190262,0.814258322,0.797720286,,,-0.139331692,-0.091263631,-0.107801667
19017,"Bremer County, IA",-0.461093953,-0.373686173,-0.55812298,-0.526457101,-0.548501732,-0.364064925,-0.395730805,,,-0.08740778,0.097029028,0.065363148
19019,"Buchanan County, IA",-0.555247737,-0.531239899,-0.550848875,-0.47919689,-0.579255575,-0.559646599,-0.631298585,,,-0.024007838,-0.004398862,-0.076050848
19021,"Buena Vista County, IA",-0.375752674,#N/A,#N/A,-0.319252725,#N/A,#N/A,-0.432252623,,,#N/A,#N/A,-0.056499949
19023,"Butler County, IA",-0.902398648,-0.88367267,-0.72062818,-0.659790512,-0.921124625,-1.084169115,-1.145006783,,,-0.018725977,-0.181770468,-0.242608136
19025,"Calhoun County, IA",-0.962165354,-1.065990103,-0.70786793,-0.445352626,-0.858340606,-1.216462778,-1.478978082,,,0.103824748,-0.254297424,-0.516812728
19027,"Carroll County, IA",-0.076617408,-0.100974487,-0.232738616,-0.214316789,-0.052260329,0.079503799,0.061081973,,,0.024357079,0.156121207,0.137699381
19029,"Cass County, IA",-0.485754897,-0.409781852,-0.454813685,-0.531301819,-0.561727942,-0.516696108,-0.440207975,,,-0.075973045,-0.030941212,0.045546922
19031,"Cedar County, IA",-0.698063983,-0.729917143,-0.676487455,-0.580019966,-0.666210823,-0.719640511,-0.816108,,,0.03185316,-0.021576528,-0.118044017
19033,"Cerro Gordo County, IA",0.495679385,0.401008145,0.10536145,0.222204736,0.590350624,0.885997319,0.769154033,,,0.09467124,0.390317935,0.273474648
19037,"Chickasaw County, IA",-0.798910377,-0.543273321,-0.535686457,-0.706412083,-1.054547432,-1.062134296,-0.89140867,,,-0.255637055,-0.263223919,-0.092498293
19041,"Clay County, IA",-0.242406861,-0.211807838,-0.253637287,-0.203476746,-0.273005885,-0.231176435,-0.281336977,,,-0.030599023,0.011230426,-0.038930115
19043,"Clayton County, IA",-0.539806805,-0.543028894,-0.705156006,-0.464785804,-0.536584716,-0.374457604,-0.614827806,,,0.003222089,0.165349201,-0.075021001
19045,"Clinton County, IA",-0.102194228,0.034609901,-0.105493972,0.111441935,-0.238998356,-0.098894483,-0.315830391,,,-0.136804128,0.003299744,-0.213636163
19047,"Crawford County, IA",-0.632950136,-0.700303676,-0.711737057,-0.551670648,-0.565596596,-0.554163215,-0.714229624,,,0.06735354,0.078786921,-0.081279488
19049,"Dallas County, IA",0.624851086,0.443743404,0.17024711,-0.119893476,0.805958767,1.079455061,1.369595647,,,0.181107681,0.454603976,0.744744562
19055,"Delaware County, IA",-0.646049364,-0.433201269,-0.615886142,-0.600620505,-0.858897459,-0.676212586,-0.691478223,,,-0.212848095,-0.030163222,-0.045428859
19057,"Des Moines County, IA",0.084479224,0.116448588,-0.122525599,0.131776206,0.052509859,0.291484047,0.037182242,,,-0.031969365,0.207004823,-0.047296982
19059,"Dickinson County, IA",-0.350408598,-0.253626446,-0.057871805,-0.427853436,-0.447190749,-0.64294539,-0.272963759,,,-0.096782151,-0.292536793,0.077444838
19061,"Dubuque County, IA",0.852923791,0.952647292,0.805546372,0.793688859,0.753200291,0.900301211,0.912158724,,,-0.0997235,0.047377419,0.059234932
19065,"Fayette County, IA",-0.60599519,-0.562586257,-0.46794074,-0.40432927,-0.649404122,-0.744049639,-0.807661109,,,-0.043408933,-0.13805445,-0.20166592
19069,"Franklin County, IA",-0.856294951,-0.718894703,-0.726737719,-0.678487203,-0.993695198,-0.985852182,-1.034102698,,,-0.137400248,-0.129557232,-0.177807747
19071,"Fremont County, IA",-1.002234013,-1.144986667,-0.978130415,-0.972874447,-0.85948136,-1.026337612,-1.03159358,,,0.142752654,-0.024103598,-0.029359567
19073,"Greene County, IA",-0.751170956,-0.458993057,-0.872914841,-0.870471074,-1.043348855,-0.629427072,-0.631870839,,,-0.292177899,0.121743885,0.119300118
19075,"Grundy County, IA",-0.722934641,#N/A,-0.986193354,-0.781705527,#N/A,-0.459675928,-0.664163755,,,#N/A,0.263258713,0.058770886
19081,"Hancock County, IA",-1.140081969,-0.904783678,-0.718652809,-0.73031537,-1.375380259,-1.561511129,-1.549848568,,,-0.235298291,-0.42142916,-0.409766599
19083,"Hardin County, IA",-0.432842031,-0.357700976,-0.41464675,-0.504981137,-0.507983086,-0.451037311,-0.360702925,,,-0.075141055,-0.01819528,0.072139106
19087,"Henry County, IA",-0.662768455,-0.595435444,#N/A,#N/A,-0.730101466,#N/A,#N/A,,,-0.067333011,#N/A,#N/A
19089,"Howard County, IA",-0.804823872,-0.471090399,-0.70300277,-0.898033643,-1.138557344,-0.906644973,-0.7116141,,,-0.333733472,-0.101821101,0.093209771
19091,"Humboldt County, IA",-0.929318594,-0.730336051,-0.772328513,-0.773166465,-1.128301137,-1.086308674,-1.085470722,,,-0.198982543,-0.156990081,-0.156152128
19095,"Iowa County, IA",-0.419769216,-0.40177708,-0.438682815,-0.312021562,-0.437761352,-0.400855616,-0.52751687,,,-0.017992136,0.018913599,-0.107747654
19097,"Jackson County, IA",-0.707819974,-0.448392839,-0.486971717,-0.53333766,-0.96724711,-0.928668232,-0.882302289,,,-0.259427136,-0.220848257,-0.174482314
19099,"Jasper County, IA",-0.511896298,-0.447537733,-0.433710485,-0.336541664,-0.576254863,-0.590082111,-0.687250932,,,-0.064358565,-0.078185813,-0.175354634
19101,"Jefferson County, IA",0.101317975,0.33558297,0.291778467,0.283071993,-0.132947019,-0.089142517,-0.080436042,,,-0.234264994,-0.190460492,-0.181754018
19103,"Johnson County, IA",0.862155535,0.860395939,0.676159742,0.770120361,0.863915132,1.048151329,0.95419071,,,0.001759597,0.185995793,0.092035175
19105,"Jones County, IA",-0.487062594,-0.503513937,-0.590869331,-0.592027245,-0.470611251,-0.383255857,-0.382097942,,,0.016451343,0.103806737,0.104964651
19109,"Kossuth County, IA",-0.269073829,-0.294222847,-0.606615576,-0.605571922,-0.243924811,0.068467918,0.067424264,,,0.025149018,0.337541747,0.336498093
19111,"Lee County, IA",-0.298854037,-0.192538958,-0.101702758,-0.222472428,-0.405169116,-0.496005317,-0.375235647,,,-0.106315079,-0.197151279,-0.07638161
19113,"Linn County, IA",1.490653725,1.428035755,1.401916064,1.466618774,1.553271695,1.579391386,1.514688676,,,0.06261797,0.088737661,0.024034951
19115,"Louisa County, IA",-0.721224218,-0.808697872,-0.867245665,-0.693934547,-0.633750564,-0.57520277,-0.748513889,,,0.087473654,0.146021448,-0.027289671
19119,"Lyon County, IA",-0.696996203,-0.411508982,-0.756390986,-0.760733753,-0.982483424,-0.63760142,-0.633258653,,,-0.285487221,0.059394783,0.06373755
19121,"Madison County, IA",-0.340071569,-0.678931675,-0.606980562,-0.856372118,-0.001211464,-0.073162576,0.176228979,,,0.338860105,0.266908993,0.516300549
19123,"Mahaska County, IA",-0.358387455,-0.429019074,-0.652133708,-0.584130401,-0.287755837,-0.064641202,-0.132644509,,,0.070631619,0.293746253,0.225742946
19125,"Marion County, IA",-0.107125147,-0.146888224,-0.100249188,-0.201116345,-0.067362071,-0.114001107,-0.013133949,,,0.039763076,-0.006875959,0.093991198
19127,"Marshall County, IA",-0.006161913,-0.014869257,-0.29083092,-0.068258517,0.002545431,0.278507094,0.055934691,,,0.008707344,0.284669007,0.062096604
19131,"Mitchell County, IA",-0.934962436,-0.567406526,-0.692374469,-0.717359885,-1.302518347,-1.177550403,-1.152564987,,,-0.367555911,-0.242587967,-0.217602551
19133,"Monona County, IA",-1.024794996,-1.019282665,-0.778020634,-0.752715903,-1.030307326,-1.271569357,-1.296874088,,,-0.005512331,-0.246774362,-0.272079092
19137,"Montgomery County, IA",-0.80510904,#N/A,-0.801395871,-0.806849791,#N/A,-0.808822209,-0.803368288,,,#N/A,-0.003713169,0.001740752
19139,"Muscatine County, IA",0.067059953,-0.115819745,-0.079438894,-0.052113657,0.24993965,0.213558799,0.186233563,,,0.182879697,0.146498847,0.11917361
19141,"O'Brien County, IA",-0.626685378,-0.756693456,-0.470512791,-0.624967416,-0.496677299,-0.782857964,-0.628403339,,,0.130008079,-0.156172587,-0.001717962
19143,"Osceola County, IA",-1.203882116,-1.089351435,#N/A,#N/A,-1.318412796,#N/A,#N/A,,,-0.11453068,#N/A,#N/A
19145,"Page County, IA",-0.32546572,-0.707347676,-0.439883349,#N/A,0.056416236,-0.211048091,#N/A,,,0.381881956,0.114417629,#N/A
19147,"Palo Alto County, IA",-0.891143204,-0.887371508,-0.750534193,-0.847116532,-0.8949149,-1.031752215,-0.935169877,,,-0.003771696,-0.140609011,-0.044026672
19149,"Plymouth County, IA",-0.398905472,-0.4533868,-0.339143903,-0.379796242,-0.344424145,-0.458667041,-0.418014702,,,0.054481327,-0.059761569,-0.01910923
19151,"Pocahontas County, IA",-0.98869971,-1.003233892,-0.912834243,-0.741228847,-0.974165528,-1.064565177,-1.236170573,,,0.014534182,-0.075865467,-0.247470863
19153,"Polk County, IA",1.968299225,2.035541822,2.079195277,2.176722214,1.901056627,1.857403172,1.759876236,,,-0.067242597,-0.110896053,-0.208422989
19155,"Pottawattamie County, IA",0.267987937,0.528349321,0.367429995,0.341096323,0.007626553,0.168545879,0.194879551,,,-0.260361384,-0.099442058,-0.073108386
19157,"Poweshiek County, IA",-0.523124814,-0.679205002,-0.440895641,-0.353628912,-0.367044626,-0.605353987,-0.692620716,,,0.156080188,-0.082229173,-0.169495902
19161,"Sac County, IA",-0.808081436,-0.872844691,-0.766003519,-0.772262903,-0.74331818,-0.850159353,-0.843899968,,,0.064763255,-0.042077917,-0.035818533
19163,"Scott County, IA",1.233493758,1.242839301,1.318763156,1.206777995,1.224148215,1.14822436,1.260209521,,,-0.009345543,-0.085269398,0.026715763
19165,"Shelby County, IA",-0.744246081,-0.709948137,-0.55469652,-0.382507143,-0.778544025,-0.933795642,-1.105985018,,,-0.034297944,-0.189549561,-0.361738937
19167,"Sioux County, IA",0.096373035,-0.00044763,-0.156756866,-0.217050991,0.193193699,0.349502936,0.409797061,,,0.096820664,0.253129901,0.313424026
19169,"Story County, IA",0.601390771,0.648009273,0.410584856,0.533792476,0.554772269,0.792196686,0.668989066,,,-0.046618502,0.190805915,0.067598295
19171,"Tama County, IA",-0.819828527,-0.730227354,-0.785613969,-0.657145007,-0.909429699,-0.854043084,-0.982512046,,,-0.089601173,-0.034214557,-0.16268352
19175,"Union County, IA",-0.402497215,#N/A,#N/A,-0.587484771,#N/A,#N/A,-0.21750966,,,#N/A,#N/A,0.184987556
19179,"Wapello County, IA",-0.218374973,#N/A,#N/A,0.075565409,#N/A,#N/A,-0.512315354,,,#N/A,#N/A,-0.293940381
19181,"Warren County, IA",-0.171885756,-0.237094281,-0.324934889,-0.158083656,-0.10667723,-0.018836622,-0.185687855,,,0.065208525,0.153049133,-0.0138021
19183,"Washington County, IA",-0.379907603,-0.385343091,-0.251779069,-0.457607812,-0.374472114,-0.508036136,-0.302207393,,,0.005435488,-0.128128533,0.077700209
19187,"Webster County, IA",0.27441719,0.2970679,0.074288644,0.171888808,0.25176648,0.474545736,0.376945571,,,-0.02265071,0.200128546,0.102528381
19191,"Winneshiek County, IA",-0.345506711,-0.355989964,-0.324294435,-0.443165006,-0.335023458,-0.366718987,-0.247848416,,,0.010483253,-0.021212276,0.097658295
19193,"Woodbury County, IA",0.743592935,0.970629534,0.867159084,0.938824075,0.516556337,0.620026786,0.548361796,,,-0.227036598,-0.123566149,-0.19523114
19195,"Worth County, IA",-1.061932479,#N/A,-0.845557186,#N/A,#N/A,-1.278307773,#N/A,,,#N/A,-0.216375294,#N/A
19197,"Wright County, IA",-0.638075359,-0.620455476,-0.558901917,-0.491433512,-0.655695243,-0.717248802,-0.784717207,,,-0.017619883,-0.079173442,-0.146641847
19999,"Statewide, IA",2.66782838,1.416531247,2.57895319,#N/A,3.919125512,2.75670357,#N/A,,,1.251297133,0.08887519,#N/A
20003,"Anderson County, KS",-1.031154837,#N/A,-1.15200848,#N/A,#N/A,-0.910301194,#N/A,,,#N/A,0.120853643,#N/A
20007,"Barber County, KS",-1.231689278,-1.255709951,-1.209696597,-1.169805385,-1.207668605,-1.253681959,-1.293573171,,,0.024020673,-0.021992681,-0.061883893
20009,"Barton County, KS",-0.224600534,-0.252689301,-0.372167515,-0.201063275,-0.196511767,-0.077033554,-0.248137794,,,0.028088767,0.14756698,-0.023537259
20011,"Bourbon County, KS",-0.642789877,#N/A,#N/A,-0.381562562,#N/A,#N/A,-0.904017192,,,#N/A,#N/A,-0.261227315
20013,"Brown County, KS",-0.970813436,#N/A,-1.061910857,-0.98248998,#N/A,-0.879716014,-0.959136891,,,#N/A,0.091097421,0.011676545
20015,"Butler County, KS",0.13228078,-0.016945434,-0.007992569,0.085979886,0.281506995,0.272554129,0.178581674,,,0.149226214,0.140273349,0.046300894
20023,"Cheyenne County, KS",-1.20845954,-1.226041254,-1.279430874,-0.821671406,-1.190877826,-1.137488206,-1.595247673,,,0.017581714,0.070971334,-0.386788134
20027,"Clay County, KS",-0.93674308,#N/A,-0.880034648,-0.78162245,#N/A,-0.993451512,-1.09186371,,,#N/A,-0.056708432,-0.15512063
20031,"Coffey County, KS",-0.937708221,-1.042582325,#N/A,-1.012333591,-0.832834116,#N/A,-0.86308285,,,0.104874105,#N/A,0.07462537
20035,"Cowley County, KS",-0.280873999,-0.262711923,-0.523374474,-0.337162813,-0.299036075,-0.038373524,-0.224585186,,,-0.018162076,0.242500475,0.056288813
20037,"Crawford County, KS",-0.133058073,0.138732342,-0.040214394,0.066039641,-0.404848489,-0.225901753,-0.332155788,,,-0.271790416,-0.092843679,-0.199097714
20039,"Decatur County, KS",-1.559240442,#N/A,-1.189281558,-1.057841269,#N/A,-1.929199325,-2.060639614,,,#N/A,-0.369958883,-0.501399172
20041,"Dickinson County, KS",-0.614568982,-0.582020261,-0.573806084,-0.484888404,-0.647117703,-0.65533188,-0.74424956,,,-0.032548721,-0.040762898,-0.129680578
20045,"Douglas County, KS",0.830623699,0.767403745,0.700819878,0.660428284,0.893843654,0.960427521,1.000819115,,,0.063219955,0.129803821,0.170195416
20051,"Ellis County, KS",0.045865662,-0.032355636,-0.087329532,-0.115058746,0.12408696,0.179060856,0.20679007,,,0.078221298,0.133195194,0.160924408
20055,"Finney County, KS",-0.142448296,-0.137752893,-0.25053028,-0.184432418,-0.147143698,-0.034366311,-0.100464174,,,-0.004695402,0.108081984,0.041984122
20057,"Ford County, KS",-0.212861595,-0.181036883,-0.178405006,-0.107659865,-0.244686307,-0.247318184,-0.318063325,,,-0.031824712,-0.034456589,-0.10520173
20059,"Franklin County, KS",-0.529915597,-0.533765823,-0.558096139,-0.454436934,-0.526065371,-0.501735056,-0.60539426,,,0.003850226,0.028180541,-0.075478663
20061,"Geary County, KS",-0.269153729,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
20065,"Graham County, KS",-1.429409468,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
20067,"Grant County, KS",-1.06033773,-1.174583694,-1.166125085,-0.859796356,-0.946091765,-0.954550375,-1.260879104,,,0.114245964,0.105787355,-0.200541374
20069,"Gray County, KS",-0.797542571,-0.412961718,-0.625013156,-0.563657271,-1.182123425,-0.970071987,-1.031427872,,,-0.384580854,-0.172529416,-0.233885301
20073,"Greenwood County, KS",-1.317936982,-1.353512961,-1.202649742,-1.119212146,-1.282361004,-1.433224223,-1.516661819,,,0.035575978,-0.115287241,-0.198724836
20075,"Hamilton County, KS",-1.513217255,#N/A,-1.600821167,-1.364927655,#N/A,-1.425613343,-1.661506855,,,#N/A,0.087603912,-0.1482896
20077,"Harper County, KS",-0.884147404,-0.971136858,-1.043108561,-0.973464239,-0.797157949,-0.725186246,-0.794830569,,,0.086989454,0.158961158,0.089316835
20079,"Harvey County, KS",-0.07832768,-0.189992359,-0.201424957,-0.374095847,0.033336999,0.044769598,0.217440487,,,0.111664679,0.123097278,0.295768167
20081,"Haskell County, KS",-1.053524857,-0.963704507,#N/A,-1.161349542,-1.143345208,#N/A,-0.945700173,,,-0.08982035,#N/A,0.107824684
20091,"Johnson County, KS",2.283951415,2.331483723,2.361536753,2.447266053,2.236419107,2.206366077,2.120636776,,,-0.047532308,-0.077585338,-0.163314638
20095,"Kingman County, KS",-0.976596965,-0.937609081,-0.981252805,-1.213131681,-1.015584849,-0.971941125,-0.740062248,,,-0.038987884,0.00465584,0.236534716
20097,"Kiowa County, KS",-1.098970919,-1.201070469,#N/A,-1.252416029,-0.996871368,#N/A,-0.945525808,,,0.102099551,#N/A,0.153445111
20103,"Leavenworth County, KS",0.045297706,0.123443835,0.173628293,0.068509515,-0.032848423,-0.083032881,0.022085897,,,-0.078146129,-0.128330587,-0.023211809
20107,"Linn County, KS",-0.942577629,-1.110559392,-0.971129384,#N/A,-0.774595866,-0.914025875,#N/A,,,0.167981763,0.028551755,#N/A
20109,"Logan County, KS",-1.451478158,-1.18849179,-1.169371001,-0.818821277,-1.714464526,-1.733585314,-2.084135039,,,-0.262986368,-0.282107157,-0.632656881
20111,"Lyon County, KS",-0.014216988,-0.052075944,-0.333867668,-0.220861041,0.023641968,0.305433692,0.192427065,,,0.037858956,0.31965068,0.206644053
20113,"McPherson County, KS",-0.114096644,0.154395631,0.030421366,0.001237366,-0.38258892,-0.258614654,-0.229430654,,,-0.268492275,-0.14451801,-0.11533401
20115,"Marion County, KS",-0.923196323,-0.549685824,#N/A,-0.786949311,-1.296706823,#N/A,-1.059443335,,,-0.373510499,#N/A,-0.136247012
20119,"Meade County, KS",-1.447131295,-1.465227376,-1.399096676,#N/A,-1.429035214,-1.495165915,#N/A,,,0.018096081,-0.04803462,#N/A
20121,"Miami County, KS",-0.226174548,-0.368740983,-0.315035632,-0.358890902,-0.083608113,-0.137313464,-0.093458194,,,0.142566435,0.088861084,0.132716354
20125,"Montgomery County, KS",-0.199216362,-0.228783299,-0.345560355,-0.023844613,-0.169649425,-0.052872369,-0.374588111,,,0.029566937,0.146343993,-0.175371749
20129,"Morton County, KS",-1.37950177,-1.644351713,#N/A,#N/A,-1.114651827,#N/A,#N/A,,,0.264849943,#N/A,#N/A
20131,"Nemaha County, KS",-0.768059108,-0.750335521,-0.603764234,-0.725970311,-0.785782695,-0.932353981,-0.810147904,,,-0.017723587,-0.164294874,-0.042088797
20135,"Ness County, KS",-1.351962078,-1.294079301,#N/A,-1.170291673,-1.409844854,#N/A,-1.533632482,,,-0.057882777,#N/A,-0.181670405
20147,"Phillips County, KS",-1.013262205,#N/A,#N/A,-0.857253112,#N/A,#N/A,-1.169271298,,,#N/A,#N/A,-0.156009093
20151,"Pratt County, KS",-0.909747889,-1.02222843,-0.804579014,-0.738577894,-0.797267349,-1.014916765,-1.080917884,,,0.112480541,-0.105168875,-0.171169995
20153,"Rawlins County, KS",-1.409371967,-1.368031571,#N/A,-1.194843513,-1.450712362,#N/A,-1.62390042,,,-0.041340396,#N/A,-0.214528453
20155,"Reno County, KS",0.328159585,0.419931166,0.240900153,0.444794467,0.236388005,0.415419018,0.211524704,,,-0.091771581,0.087259433,-0.116634882
20157,"Republic County, KS",-1.094992826,-0.728795795,-1.185527473,#N/A,-1.461189858,-1.004458179,#N/A,,,-0.366197031,0.090534647,#N/A
20159,"Rice County, KS",-0.833914834,-1.023719773,#N/A,#N/A,-0.644109895,#N/A,#N/A,,,0.189804939,#N/A,#N/A
20161,"Riley County, KS",0.70808038,0.508932045,0.489938087,0.495851878,0.907228714,0.926222672,0.920308882,,,0.199148334,0.218142293,0.212228502
20163,"Rooks County, KS",-1.289263439,#N/A,-1.363611308,-1.157381535,#N/A,-1.214915571,-1.421145344,,,#N/A,0.074347869,-0.131881905
20165,"Rush County, KS",-1.329976753,#N/A,#N/A,-1.31831342,#N/A,#N/A,-1.341640086,,,#N/A,#N/A,-0.011663333
20167,"Russell County, KS",-1.369927927,-1.004189139,-1.070569637,-1.031403747,-1.735666714,-1.669286216,-1.708452106,,,-0.365738788,-0.299358289,-0.33852418
20169,"Saline County, KS",0.578058501,0.591545521,0.512900868,0.555750549,0.56457148,0.643216133,0.600366452,,,-0.013487021,0.065157632,0.022307952
20171,"Scott County, KS",-0.869030869,#N/A,-1.098184522,-0.812874966,#N/A,-0.639877215,-0.925186771,,,#N/A,0.229153654,-0.056155903
20173,"Sedgwick County, KS",1.736419625,1.850772667,1.874293667,1.867405662,1.622066582,1.598545582,1.605433588,,,-0.114353043,-0.137874043,-0.130986037
20175,"Seward County, KS",-0.444201036,-0.375905318,-0.320213213,-0.258254372,-0.512496753,-0.568188858,-0.630147699,,,-0.068295717,-0.123987823,-0.185946664
20177,"Shawnee County, KS",1.147676388,1.123301303,1.21336108,1.269870137,1.172051473,1.081991696,1.025482639,,,0.024375085,-0.065684692,-0.122193749
20181,"Sherman County, KS",-0.912765213,#N/A,-0.787192631,-0.688399091,#N/A,-1.038337796,-1.137131336,,,#N/A,-0.125572583,-0.224366123
20183,"Smith County, KS",-1.549406871,-1.155075625,#N/A,-1.241981741,-1.943738116,#N/A,-1.856832,,,-0.394331245,#N/A,-0.307425129
20185,"Stafford County, KS",-1.275042688,-1.141195277,-1.083222376,-1.174232946,-1.408890099,-1.466862999,-1.375852429,,,-0.133847411,-0.191820311,-0.100809742
20189,"Stevens County, KS",-1.586961203,-1.256037302,-1.07974217,-1.059352888,-1.917885104,-2.094180235,-2.114569517,,,-0.330923901,-0.507219032,-0.527608315
20191,"Sumner County, KS",-0.744930155,-0.536576733,-0.518662866,-0.67563935,-0.953283576,-0.971197444,-0.81422096,,,-0.208353421,-0.226267289,-0.069290805
20193,"Thomas County, KS",-0.844569982,-0.842592875,-0.806495602,-0.747348143,-0.846547088,-0.882644361,-0.941791821,,,-0.001977106,-0.038074379,-0.097221839
20195,"Trego County, KS",-1.43444769,#N/A,-1.208509472,-1.166364483,#N/A,-1.660385908,-1.702530897,,,#N/A,-0.225938218,-0.268083207
20201,"Washington County, KS",-1.192695952,-1.134583996,-1.062597634,-0.864390179,-1.250807907,-1.32279427,-1.521001725,,,-0.058111955,-0.130098318,-0.328305773
20205,"Wilson County, KS",-0.846281738,-0.913921549,#N/A,-0.928779271,-0.778641928,#N/A,-0.763784206,,,0.067639811,#N/A,0.082497533
20207,"Woodson County, KS",-1.66377471,-1.505743949,-1.503513618,-1.425662305,-1.821805471,-1.824035802,-1.901887115,,,-0.158030761,-0.160261092,-0.238112405
20209,"Wyandotte County, KS",1.121134236,1.320751887,1.253795112,1.465961413,0.921516586,0.98847336,0.776307059,,,-0.199617651,-0.132660876,-0.344827177
20999,"Statewide, KS",1.460440289,0.572938106,0.636425564,-1.908032674,2.347942473,2.284455015,4.828913253,,,0.887502184,0.824014725,3.368472964
21001,"Adair County, KY",-0.71890508,-0.801617117,-0.769497891,-0.660277576,-0.636193044,-0.668312269,-0.777532584,,,0.082712037,0.050592811,-0.058627504
21005,"Anderson County, KY",-0.685904301,#N/A,-0.778825416,#N/A,#N/A,-0.592983187,#N/A,,,#N/A,0.092921115,#N/A
21013,"Bell County, KY",-0.61026579,-0.53188749,-0.375226517,-0.522252077,-0.688644091,-0.845305064,-0.698279504,,,-0.078378301,-0.235039274,-0.088013714
21015,"Boone County, KY",1.038219436,1.073372697,0.914405365,0.759771022,1.003066176,1.162033508,1.316667851,,,-0.03515326,0.123814072,0.278448414
21017,"Bourbon County, KY",-0.426741556,-0.381927858,#N/A,-0.582874588,-0.471555254,#N/A,-0.270608524,,,-0.044813698,#N/A,0.156133032
21019,"Boyd County, KY",0.14325112,0.286878795,0.282434081,0.344722653,-0.000376555,0.004068159,-0.058220412,,,-0.143627675,-0.139182961,-0.201471532
21021,"Boyle County, KY",0.006119857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
21025,"Breathitt County, KY",-0.814314627,-0.45838129,#N/A,#N/A,-1.170247965,#N/A,#N/A,,,-0.355933337,#N/A,#N/A
21027,"Breckinridge County, KY",-0.881185739,#N/A,-1.008124273,#N/A,#N/A,-0.754247205,#N/A,,,#N/A,0.126938534,#N/A
21029,"Bullitt County, KY",0.069193835,-0.060994933,-0.135396517,-0.156084391,0.199382604,0.273784188,0.294472062,,,0.130188769,0.204590352,0.225278226
21035,"Calloway County, KY",-0.19979178,-0.088568364,-0.352517876,-0.370982101,-0.311015197,-0.047065684,-0.028601459,,,-0.111223416,0.152726096,0.171190321
21037,"Campbell County, KY",0.556106373,0.451450069,0.379240531,0.526018243,0.660762676,0.732972215,0.586194502,,,0.104656304,0.176865842,0.030088129
21043,"Carter County, KY",-0.381519277,-0.554604179,-0.62380134,-0.567100961,-0.208434375,-0.139237214,-0.195937592,,,0.173084902,0.242282063,0.185581685
21047,"Christian County, KY",0.301989063,0.122509042,0.218231019,0.152383905,0.481469084,0.385747107,0.451594221,,,0.179480021,0.083758044,0.149605158
21049,"Clark County, KY",-0.284709226,-0.499022717,-0.535447564,-0.202831714,-0.070395734,-0.033970887,-0.366586737,,,0.214313492,0.250738338,-0.081877512
21055,"Crittenden County, KY",-1.03299593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A
21057,"Cumberland County, KY",-1.570579672,-1.509241124,-1.392061426,-1.190569173,-1.631918219,-1.749097917,-1.95059017,,,-0.061338547,-0.178518245,-0.380010498
21059,"Daviess County, KY",0.789370266,0.730266238,0.472813579,0.542824436,0.848474294,1.105926952,1.035916096,,,0.059104028,0.316556686,0.24654583
21067,"Fayette County, KY",1.676599812,1.68668212,1.851041338,1.724186606,1.666517504,1.502158285,1.629013018,,,-0.010082308,-0.174441527,-0.047586794
21069,"Fleming County, KY",-0.885814471,-0.947167387,-0.634854189,-0.678090606,-0.824461556,-1.136774753,-1.093538337,,,0.061352916,-0.250960282,-0.207723866
